,model_name,WELT,AP,XPILL,FLANGE,IA,GIMP,SE,FBD,IB,OA,OB,AC,CU,CB,CZ,BB,BZ,BP,DECK,FARM,TARM,IW,SKT,FSKT,BSKT,OT,SBD,OEPAN,DENIM,BORDER,FB,HB,TBD,OS-RAIL,IS-RAIL,LEG,SKIRT,SSKT,real_names,num_options,YF,0=0,]KK,]KV,[KK,[KKQU,[KKKNJ,[KV,[KVQU,[KVKNJ,ZKK,ZKV,KNJ,],[,[KNJ,Z,FXQI,FKNJ,[QU,QU,[qKNJ,KK,KV,WKK,WKV,RKK,RKV,[KKqWQ,[KKqJI,[KKqG,[KVqWQ,[KVqJI,[KVqG,MKK,MKV,WKKqWQ,WKKqJI,WKKqG,WKVqWQ,WKVqJI,WKVqG,]qKK,]qKV,RqKK,RqKV,MTX,JIKTMX,WQNK]Q,mM~INM,]MTX,[MTX,KVqjZU,[qMQ,][,[QUK,[KVQUK,[KKQUK,LHTQI,[qKK,[qKV,]qN[KK,]qN[KV,[qN[KK,[qN[KV,KKKNJ,KVKNJ,N[qKK,N[qKV,NMI~m,ONO]TQ,GXQGXI,]ZNO,[ZNO,[KKNJ,[Z,PTIXK,[FXQI,]KPQXJ,M,I,OO]TQJ,OO]TQ,QUK,[qQUK,KVqkMZ,KVqOin,KKZNO,KVZNO,]KKZNO,]KVZNO,[KKZNO,[KVZNO,ZKKZNO,ZKVZNO,ONFXQI,OFKNJ,]O,[O,ZO,[XOZU,HVH]KY,MNQD,GTOYXO,GTODQ,YXZR,]YXOTP,]KPZ]M,FM]OX,]ZMJ,YXR,lgnhn,YXOTP,IUTZR,jhmgj,N[KK,N[KKKN,N[KV,N[KVKN,W][qN[,N[~YXO,]N[qKK,]N[qKV,[N[qKK,[N[qKV,ZL,LQqINM,JXYR,JXYXZR,IUTO,TOJXIJ,]j,Fnm,Fnl,Fnk,Fne,Fmn,Fnj,Fni,Fnh
674,FniQV,88,44,0,0,0,0,78,0,33,0,26,0,127,104,0,35,11,12,2,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,W05LG,12,0.0,641.4881521739131,544.69625,544.69625,544.69625,0.0,544.69625,544.69625,0.0,544.69625,544.69625,544.69625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,544.69625,544.69625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2997.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
675,FniQUU,88,44,22,0,13,0,50,0,11,13,13,0,63,65,0,18,11,22,1,13,11,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,W05LHH,12,0.0,703.7648235294118,596.4007894736842,577.8897435897436,596.4007894736842,0.0,596.4007894736842,577.8897435897436,0.0,577.8897435897436,596.4007894736842,577.8897435897436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,577.8897435897436,596.4007894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4369.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
676,FniQQm,104,52,26,0,15,0,75,0,52,15,60,0,60,45,26,43,13,15,0,15,13,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,W05LL1,13,0.0,565.6434782608695,525.7423913043478,525.7423913043478,525.7452173913043,525.7452173913043,525.7452173913043,525.7452173913043,525.7452173913043,525.7452173913043,525.7423913043478,525.7423913043478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,525.7423913043478,525.7423913043478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
677,FniPJ,104,52,26,0,15,0,20,0,26,15,20,0,15,43,13,39,13,13,1,15,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,W05MS,13,0.0,710.2856862745098,620.5761764705883,620.5761764705883,545.125625,545.125625,545.125625,545.125625,545.125625,545.125625,545.125625,545.125625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,620.5761764705883,620.5761764705883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
678,FniPJm,104,52,26,0,15,0,45,0,39,15,45,0,45,45,26,43,13,15,0,15,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,W05MS1,13,0.0,752.4240789473685,663.05025,663.05025,663.05025,663.05025,663.05025,663.05025,663.05025,663.05025,663.05025,663.05025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,663.05025,663.05025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
679,FniNI,32,0,0,0,0,0,10,0,0,0,0,0,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,W05OT,4,0.0,288.3338888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,303.61642857142857,303.61642857142857,303.61642857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
680,FniK]m,104,52,26,0,15,0,75,0,52,15,60,0,60,45,26,57,13,30,0,15,13,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,W05RA1,13,0.0,708.3328865979381,655.1944680851063,655.1944680851063,639.1304081632653,639.1304081632653,639.1304081632653,639.1304081632653,639.1304081632653,639.1304081632653,655.1944680851063,655.1944680851063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,655.1944680851063,655.1944680851063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
681,FniK]U,104,52,26,0,15,0,75,0,13,15,15,0,90,90,0,39,13,13,2,15,13,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,W05RAH,14,0.0,597.9276136363636,515.2486046511627,516.9220930232558,516.9220930232558,516.9220930232558,516.9220930232558,516.9220930232558,516.9220930232558,516.9220930232558,516.9220930232558,516.9220930232558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,516.9220930232558,516.9220930232558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2541.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
682,FniK]Q,104,52,26,0,15,0,50,0,39,15,35,0,30,43,13,39,13,13,1,15,13,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,W05RAL,13,0.0,601.8880597014926,548.193,548.193,505.58394736842104,505.58394736842104,505.58394736842104,505.58394736842104,505.58394736842104,505.58394736842104,505.58394736842104,505.58394736842104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,548.193,548.193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
683,FniK]J,104,52,26,0,15,0,65,0,52,15,50,0,45,43,13,39,13,13,1,15,13,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,W05RAS,13,0.0,658.1619480519481,610.6079545454545,610.6079545454545,547.1138095238096,547.1138095238096,547.1138095238096,547.1138095238096,547.1138095238096,547.1138095238096,547.1138095238096,547.1138095238096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,610.6079545454545,610.6079545454545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
684,FniKZm,104,52,26,0,15,0,45,0,65,15,75,0,60,45,26,117,39,60,0,15,13,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,W05RC1,13,0.0,713.1007826086956,666.4741818181818,666.4741818181818,652.2689473684211,652.2689473684211,652.2689473684211,652.2689473684211,652.2689473684211,652.2689473684211,666.4741818181818,666.4741818181818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,666.4741818181818,666.4741818181818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
685,FniKZJ,104,52,26,0,15,0,35,0,65,15,65,0,30,43,13,91,39,39,1,15,13,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,W05RCS,13,0.0,692.0705,621.9474509803922,621.9474509803922,560.1824489795918,560.1824489795918,560.1824489795918,560.1824489795918,560.1824489795918,560.1824489795918,560.1824489795918,560.1824489795918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,621.9474509803922,621.9474509803922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
686,FniKV,88,44,0,0,0,0,78,0,33,0,26,0,127,104,0,35,11,12,2,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,W05RG,12,0.0,641.4881521739131,544.69625,544.69625,544.69625,0.0,544.69625,544.69625,0.0,544.69625,544.69625,544.69625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,544.69625,544.69625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2997.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
687,FniKUU,88,44,22,0,13,0,50,0,11,13,13,0,63,65,0,18,11,11,1,13,11,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,W05RHH,12,0.0,701.2426190476191,587.772972972973,569.0018421052631,587.772972972973,0.0,587.772972972973,569.0018421052631,0.0,569.0018421052631,587.772972972973,569.0018421052631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,569.0018421052631,587.772972972973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4369.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
688,FniKQm,104,52,26,0,15,0,75,0,52,15,60,0,60,45,26,43,13,15,0,15,13,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,W05RL1,13,0.0,565.6434782608695,525.7423913043478,525.7423913043478,525.7452173913043,522.2669565217391,525.7452173913043,525.7452173913043,525.7452173913043,525.7452173913043,525.7423913043478,525.7423913043478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,525.7423913043478,525.7423913043478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
689,FniJm,104,52,26,0,15,0,45,0,39,15,45,0,45,45,26,43,13,15,1,15,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,W05S1,13,0.0,862.0400000000001,718.01575,718.01575,718.0185,718.0185,718.0185,718.0185,718.0185,718.0185,718.01575,718.01575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,718.01575,718.01575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
690,FniJl,104,52,26,0,15,0,27,0,27,15,27,0,15,43,13,43,13,15,1,15,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,W05S2,13,0.0,841.191935483871,669.6682352941177,669.6682352941177,669.6682352941177,669.6682352941177,669.6682352941177,669.6682352941177,669.6682352941177,669.6682352941177,507.4406451612903,507.4406451612903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,669.6682352941177,669.6682352941177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
691,FniJk,104,52,26,0,15,0,35,0,39,15,35,0,30,43,13,39,13,13,1,15,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,W05S3,13,0.0,688.8168852459016,623.4134210526315,623.4134210526315,542.4205555555556,542.4205555555556,542.4205555555556,542.4205555555556,542.4205555555556,542.4205555555556,542.4205555555556,547.3539999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,623.4134210526315,623.4134210526315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
